int_number,city,state,first_analysis_yr,last_analysis_yr,n_approaches,int_type,lighting_count,exclusive_ltl_count,two_way_count,rtor_permitted_count,ind_tx_count,ind_ca_count,ind_mn_count,ind_twltl_count,ind_ow_count,ind_2u_count,ind_divided_count,ind_30or35_count,ind_40__count,ind_sharrow_count,ind_bikelane_count,ind_sidepath_count,numpsl_min,numpsl_max,numpsl_sum,num_lanes_min,num_lanes_max,num_lanes_sum,bulb_outs_min,bulb_outs_max,bulb_outs_sum,count_ltl_min,count_ltl_max,count_ltl_sum,count_rtl_min,count_rtl_max,count_rtl_sum,count_rtor_min,count_rtor_max,count_rtor_sum,liquor_stores_0_1mi_min,liquor_stores_0_1mi_max,liquor_stores_0_1mi_sum,transit_daily_trips_0_5mi_min,transit_daily_trips_0_5mi_max,transit_daily_trips_0_5mi_sum,park_distance_min,park_distance_mean,park_distance_max,school_distance_min,school_distance_mean,school_distance_max,park_distance_has_500ft,park_distance_has_qtrmi,park_distance_has_halfmi,school_distance_has_500ft,school_distance_has_qtrmi,school_distance_has_halfmi,duration_yrs,avg_aadt_min,avg_aadt_max,avg_aadt_sum,avg_aadt_mean,avg_popden_min,avg_popden_max,avg_popden_sum,avg_popden_mean,avg_empden_min,avg_empden_max,avg_empden_sum,avg_empden_mean,avg_avgwindspd_min,avg_avgwindspd_max,avg_avgwindspd_sum,avg_avgwindspd_mean,avg_fraccombike_min,avg_fraccombike_max,avg_fraccombike_sum,avg_fraccombike_mean,avg_fraccomwalk_min,avg_fraccomwalk_max,avg_fraccomwalk_sum,avg_fraccomwalk_mean,avg_aadb_min,avg_aadb_max,avg_aadb_sum,avg_aadb_mean,avg_aadp_min,avg_aadp_max,avg_aadp_sum,avg_aadp_mean,sum_totalcrash,sum_pedcrash,sum_bikecrash,sum_kacrash,sum_daycrash,sum_nightcrash,sum_dawnduskcrash,sum_ka_nightcrashes,sum_ped_k_a,sum_ped_night,sum_ped_nightk_a,sum_bike_k_a,sum_bike_night,sum_bike_nightk_a
13069,Los Angeles,CA,2014.0,2022.0,3,3ST 2x2,2,2,3,3,0,3,0,2,0,1,0,2,0,0,0,0,25.0,30.0,85.0,2.0,5.0,12.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,207.0,431.0,431.0,431.0,274.0,274.0,274.0,1,1,1,1,1,1,9,5296.444444444444,39625.555555555555,84461.0,28153.666666666668,18986.222222222223,18986.222222222223,56958.666666666664,18986.222222222223,15055.0,15055.0,45165.0,15055.0,1.688888888888889,1.688888888888889,5.066666666666667,1.688888888888889,0.002841016222222222,0.002841016222222222,0.008523048666666666,0.002841016222222222,0.03648764133333334,0.03648764133333334,0.10946292399999999,0.03648764133333333,152.5403159723736,155.21334388618206,460.3125632103703,153.43752107012344,1015.8921972643654,1432.9958294400658,3464.780223968797,1154.9267413229325,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
13354,Los Angeles,CA,2018.0,2022.0,4,4ST 2x2,4,0,4,4,0,4,0,0,0,2,0,2,0,0,0,0,25.0,35.0,120.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,45.0,45.0,180.0,252.0,252.0,252.0,287.0,287.0,287.0,1,1,1,1,1,1,5,5257.2,27794.6,66103.6,16525.9,21545.0,21545.0,86180.0,21545.0,9142.0,9142.0,36568.0,9142.0,1.6400000000000001,1.6400000000000001,6.5600000000000005,1.6400000000000001,0.008617947800000001,0.008617947800000001,0.034471791200000004,0.008617947800000001,0.0361697716,0.0361697716,0.1446790864,0.0361697716,189.09991129781912,214.333093698855,806.8660099933483,201.71650249833706,1362.1670734799422,1386.9080818745128,5498.15031070891,1374.5375776772275,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13387,Los Angeles,CA,2014.0,2022.0,4,4ST 2x2,4,2,4,4,0,4,0,0,0,2,0,2,0,0,0,0,25.0,35.0,120.0,2.0,5.0,14.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,92.0,597.0,597.0,597.0,40.0,40.0,40.0,0,1,1,1,1,1,9,7415.333333333333,37810.11111111111,78359.88888888889,19589.972222222223,15799.555555555555,15799.555555555555,63198.22222222222,15799.555555555555,8063.0,8063.0,32252.0,8063.0,1.688888888888889,1.688888888888889,6.755555555555556,1.688888888888889,0.0038916626666666673,0.0038916626666666673,0.01556665066666667,0.0038916626666666673,0.03351186855555556,0.03351186855555556,0.13404747422222224,0.03351186855555556,144.04907797566932,165.5275041274252,615.7605278018326,153.94013195045815,1214.6511880760336,1236.7128689268934,4902.728114005854,1225.6820285014635,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14985,Los Angeles,CA,2014.0,2022.0,4,4ST 2x2,4,0,4,4,0,4,0,0,0,2,0,2,0,0,2,0,25.0,35.0,120.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,124.0,850.0,850.0,850.0,327.0,327.0,327.0,0,1,1,1,1,1,9,17846.444444444445,42903.0,121498.88888888889,30374.722222222223,11206.111111111111,11206.111111111111,44824.444444444445,11206.111111111111,2707.0,2707.0,10828.0,2707.0,1.688888888888889,1.688888888888889,6.755555555555556,1.688888888888889,0.012691504555555556,0.012691504555555556,0.05076601822222222,0.012691504555555556,0.01824162277777778,0.01824162277777778,0.07296649111111111,0.01824162277777778,152.49224529713072,248.5535779029627,802.0916464001868,200.5229116000467,826.9599125394193,841.9799659061787,3337.879756891196,834.469939222799,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15195,Los Angeles,CA,2014.0,2021.0,2,3SG 2x2,2,1,2,2,0,2,0,1,0,0,0,2,0,0,0,0,35.0,35.0,70.0,5.0,5.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,912.0,912.0,912.0,152.0,152.0,152.0,0,1,1,1,1,1,8,27754.375,27754.375,55508.75,27754.375,10512.5,10512.5,21025.0,10512.5,784.0,784.0,1568.0,784.0,1.7000000000000002,1.7000000000000002,3.4000000000000004,1.7000000000000002,0.001402198,0.001402198,0.002804396,0.001402198,0.00946084875,0.00946084875,0.0189216975,0.00946084875,105.34566948430324,123.5254284702838,228.87109795458704,114.43554897729352,573.3842880381903,823.4939078171385,1396.8781958553286,698.4390979276643,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15499,Los Angeles,CA,2014.0,2022.0,4,4ST 2x2,4,0,4,4,0,4,0,0,0,4,0,0,0,0,0,0,25.0,25.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,72.0,378.0,378.0,378.0,165.0,165.0,165.0,1,1,1,1,1,1,9,989.1111111111111,2560.777777777778,7099.777777777777,1774.9444444444443,18306.222222222223,18306.222222222223,73224.88888888889,18306.222222222223,2455.0,2455.0,9820.0,2455.0,1.688888888888889,1.688888888888889,6.755555555555556,1.688888888888889,0.004071279555555556,0.004071279555555556,0.016285118222222224,0.004071279555555556,0.021747916555555556,0.021747916555555556,0.08699166622222222,0.021747916555555556,136.98660783882545,144.30974862856127,562.5927129347733,140.64817823369333,1153.5328383818025,1153.5328383818025,4614.13135352721,1153.5328383818025,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16925,Los Angeles,CA,2017.0,2022.0,4,4ST 2x2,4,0,4,4,0,4,0,0,0,4,0,0,0,2,0,0,25.0,25.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,68.0,630.0,630.0,630.0,292.0,292.0,292.0,0,1,1,1,1,1,6,8043.666666666667,18171.166666666668,52021.333333333336,13005.333333333334,18588.333333333332,18588.333333333332,74353.33333333333,18588.333333333332,11487.0,11487.0,45948.0,11487.0,1.6666666666666667,1.6666666666666667,6.666666666666667,1.6666666666666667,0.015156069333333333,0.015156069333333333,0.06062427733333333,0.015156069333333333,0.06841859016666667,0.06841859016666667,0.27367436066666667,0.06841859016666667,192.88973222840414,460.2369056012687,1176.1711679755251,294.0427919938813,1080.764113308689,1080.764113308689,4323.056453234756,1080.764113308689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17357,Los Angeles,CA,2022.0,2022.0,4,4ST 2x2,4,2,4,4,0,4,0,0,0,2,0,2,0,0,0,0,25.0,35.0,120.0,2.0,5.0,14.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,20.0,238.0,238.0,238.0,386.0,386.0,386.0,1,1,1,1,1,1,1,25024.0,29998.0,110044.0,27511.0,9451.0,9451.0,37804.0,9451.0,4784.0,4784.0,19136.0,4784.0,1.6,1.6,6.4,1.6,0.014133984,0.014133984,0.056535936,0.014133984,0.018550328,0.018550328,0.074201312,0.018550328,234.71182069601295,247.45288081756993,964.3294030271658,241.08235075679144,434.8531957368957,442.75142406409134,1755.209239601974,438.8023099004935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17453,Los Angeles,CA,2022.0,2022.0,4,4ST 2x2,4,2,4,4,0,4,0,2,0,2,0,2,0,0,2,0,25.0,35.0,120.0,2.0,7.0,18.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,92.0,657.0,657.0,657.0,285.0,285.0,285.0,0,1,1,1,1,1,1,14386.0,19250.0,67272.0,16818.0,15579.0,15579.0,62316.0,15579.0,9709.0,9709.0,38836.0,9709.0,1.6,1.6,6.4,1.6,0.015264287,0.015264287,0.061057148,0.015264287,0.118996191,0.118996191,0.475984764,0.118996191,270.4952108800784,379.741578456784,1300.4735786737247,325.11839466843116,450.5679174712496,635.5614782301316,2172.258791402762,543.0646978506905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17585,Los Angeles,CA,2014.0,2022.0,3,3SG 2x2,3,2,3,3,0,3,0,0,0,0,0,3,0,0,0,0,35.0,35.0,105.0,4.0,7.0,18.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0,857.0,857.0,152.0,152.0,152.0,0,1,1,1,1,1,9,21588.222222222223,27294.0,75162.22222222222,25054.074074074073,7955.444444444444,7955.444444444444,23866.333333333332,7955.444444444444,25953.0,25953.0,77859.0,25953.0,1.688888888888889,1.688888888888889,5.066666666666667,1.688888888888889,0.004300670444444444,0.004300670444444444,0.012902011333333333,0.004300670444444444,0.02255067655555555,0.02255067655555555,0.06765202966666667,0.02255067655555555,147.8243497676921,149.44867660805903,446.340822655507,148.7802742185023,606.7974494166988,606.7974494166988,1820.392348250096,606.7974494166987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17893,Los Angeles,CA,2014.0,2022.0,4,4ST 2x2,4,1,4,4,0,4,0,0,0,1,0,0,0,0,2,0,25.0,25.0,100.0,2.0,4.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,28.0,399.0,399.0,399.0,189.0,189.0,189.0,1,1,1,1,1,1,9,3444.6666666666665,6799.111111111111,22819.555555555555,5704.888888888889,8246.777777777777,8246.777777777777,32987.11111111111,8246.777777777777,1378.0,1378.0,5512.0,1378.0,1.688888888888889,1.688888888888889,6.755555555555556,1.688888888888889,0.0004981812333333333,0.0004981812333333333,0.0019927249333333333,0.0004981812333333333,0.008958222444444445,0.008958222444444445,0.03583288977777778,0.008958222444444445,131.1488431182666,283.8252407311601,880.0092341564102,220.00230853910256,731.7383669733491,905.4418240188794,3448.0638390299873,862.0159597574968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23944,Seattle,WA,2014.0,2024.0,3,3ST 2x2,3,0,3,3,0,0,0,0,0,3,0,2,0,2,0,0,20.0,30.0,80.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,525.658792,526.4325883333332,527.811704,221.022472,221.81796599999998,223.169472,0,1,1,1,1,1,11,955.0470219,8363.636363636364,17682.31974917273,5894.106583057576,14991.160308181821,15012.87191,45004.15628090908,15001.385426969699,2608.833869272727,2619.3687653636366,7847.339863818182,2615.77995460606,5.145454545454546,5.145454545454546,15.436363636363637,5.1454545454545455,0.06569160809090908,0.06577670118181818,0.19720032018181818,0.06573344006060605,0.0476540830909091,0.04771194663636364,0.14305578927272725,0.047685263090909084,637.3443688482231,1261.198527075741,3158.6818251672516,1052.8939417224174,467.6828688555531,569.1226738842953,1505.3065146575225,501.7688382191742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23945,Seattle,WA,2014.0,2024.0,3,3ST 2x2,3,0,3,3,0,0,0,0,0,3,0,2,0,2,0,0,20.0,30.0,80.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,476.932672,477.7845306666666,479.048147,181.365872,182.33223199999998,183.305961,1,1,1,1,1,1,11,927.6479830000001,8363.636363636364,17654.92071027273,5884.97357009091,15407.684866363637,15428.938317272727,46255.33768636363,15418.445895454544,2854.956824818182,2856.5775780909094,8566.491227727272,2855.4970759090907,5.145454545454546,5.145454545454546,15.436363636363637,5.1454545454545455,0.06525556363636363,0.06533589336363635,0.19588363809090908,0.06529454603030303,0.047467581090909094,0.04752265372727273,0.14249123881818182,0.047497079606060616,644.3437254652029,1276.4315462115246,3196.169535638908,1065.3898452129697,488.90437030741253,594.8988709826974,1573.2697702880025,524.4232567626675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23947,Seattle,WA,2014.0,2024.0,3,3ST 2x2,3,0,3,3,0,0,0,0,0,3,0,2,0,2,0,0,20.0,30.0,80.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.102716,419.6861406666667,420.800122,172.87477,173.885041,174.578642,1,1,1,1,1,1,11,872.3081880999999,8363.636363636364,17599.580915372728,5866.5269717909105,15708.126890000003,15815.041172727275,47239.89775727273,15746.632585757576,3033.2396809090915,3033.2396809090915,9099.719042727273,3033.2396809090915,5.145454545454546,5.145454545454546,15.436363636363637,5.1454545454545455,0.06516783827272726,0.06524212272727273,0.19560746445454544,0.06520248815151514,0.047243860000000006,0.04730013772727273,0.1418169057272727,0.04727230190909091,656.0294364552179,1304.6514580406892,3263.9216409102096,1087.9738803034033,360.4741874778812,439.1881426419807,1160.3610556226777,386.78701854089263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24129,Seattle,WA,2014.0,2024.0,4,4ST 2x2,4,0,4,4,0,0,0,0,0,4,0,2,0,0,0,0,20.0,30.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.702869,354.195833,355.684501,47.300902,48.48468125,49.660897,1,1,1,1,1,1,11,865.8001863000001,10845.454545454546,23480.997746109093,5870.249436527273,10530.506273818182,10548.661917454547,42155.4626329091,10538.865658227274,1672.2700353636365,1672.2700353636365,6689.080141454546,1672.2700353636365,5.145454545454546,5.145454545454546,20.581818181818186,5.145454545454546,0.04654334599999999,0.04660701318181819,0.1863008371818182,0.04657520929545455,0.01924775,0.01928198109090909,0.07705950509090907,0.019264876272727268,424.1392922682075,482.71454111338693,1812.3373896782148,453.0843474195537,320.4108378140771,390.02657581150964,1420.6239230808546,355.15598077021366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24130,Seattle,WA,2014.0,2024.0,4,4ST 2x2,4,0,4,4,0,0,0,0,0,4,0,2,0,0,0,0,20.0,30.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.404739,347.92182049999997,349.435631,79.126182,80.47583,81.81726,1,1,1,1,1,1,11,868.948674,10845.454545454546,23428.80643890909,5857.201609727273,10601.070764727272,10609.304744636362,42420.880957272726,10605.220239318181,1720.4295596363636,1720.4295596363636,6881.718238545454,1720.4295596363636,5.145454545454546,5.145454545454546,20.581818181818186,5.145454545454546,0.048006208,0.048065664636363636,0.1921437782727273,0.048035944568181825,0.020167055545454546,0.020207430999999998,0.0807489480909091,0.020187237022727275,436.2593373552402,494.9333794454802,1862.3900178527633,465.59750446319083,316.66933483479255,385.3183325006583,1403.9740352737533,350.99350881843833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24131,Seattle,WA,2014.0,2024.0,4,4ST 2x2,4,0,4,4,0,0,0,0,0,4,0,2,0,0,0,0,20.0,30.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.832534,370.2543295,371.673776,174.370707,175.8627865,177.348862,1,1,1,1,1,1,11,868.948674,10845.454545454546,23428.80643890909,5857.201609727273,10648.317641818181,10650.87051390909,42598.37827590909,10649.594568977273,1506.0270603636366,1506.4901327272726,6025.034386181817,1506.2585965454543,5.145454545454546,5.145454545454546,20.581818181818186,5.145454545454546,0.04930605227272727,0.049362020636363635,0.19733613909090908,0.04933403477272727,0.021172887454545455,0.021217094181818184,0.084779964,0.021194991,442.33878938836864,501.75768650374994,1888.1321294611744,472.0330323652936,300.4679146454601,365.578107946463,1332.3236366009894,333.08090915024735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24132,Seattle,WA,2014.0,2024.0,4,4ST 2x2,4,0,4,4,0,0,0,0,0,4,0,2,0,0,0,0,20.0,30.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.068268,415.33057875,416.594827,271.608743,273.1185755,274.620458,1,1,1,1,1,1,11,868.948674,10845.454545454546,23428.80643890909,5857.201609727273,10687.505026454544,10689.497899181819,42753.97009981818,10688.492524954545,1512.1627689090908,1512.1627689090908,6048.651075636363,1512.1627689090908,5.145454545454546,5.145454545454546,20.581818181818186,5.145454545454546,0.05018049909090909,0.05022410190909091,0.200809358,0.0502023395,0.021948150454545453,0.021986356363636363,0.08786897254545453,0.021967243136363633,441.4763399166892,500.7605226106569,1884.4345059305329,471.1086264826332,284.6334018286894,346.3180606454419,1262.217147397056,315.554286849264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24133,Seattle,WA,2014.0,2024.0,4,4ST 2x2,4,0,4,4,0,0,0,0,0,4,0,2,0,0,0,0,20.0,30.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.895304,463.02946375,464.162921,349.353532,350.86661275,352.376522,1,1,1,1,1,1,11,868.948674,10845.454545454546,23428.80643890909,5857.201609727273,10709.515892090909,10711.70689109091,42842.44860936364,10710.61215234091,1449.5322334545456,1464.3505483636366,5842.583878545455,1460.6459696363638,5.145454545454546,5.145454545454546,20.581818181818186,5.145454545454546,0.05034762163636364,0.05039081945454546,0.20147680763636366,0.050369201909090916,0.02245142290909091,0.022494419727272726,0.08989169572727272,0.02247292393181818,434.9050139090204,493.32312936061135,1856.5546798827925,464.1386699706981,271.7970843972716,330.6267223347891,1205.2314921293314,301.30787303233285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24134,Seattle,WA,2014.0,2024.0,4,4ST 2x2,4,0,4,4,0,0,0,0,0,4,0,2,0,0,0,0,20.0,30.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.784404,518.91801575,520.051007,428.226831,429.74637325000003,431.263215,0,1,1,1,1,1,11,868.948674,10845.454545454546,23428.80643890909,5857.201609727273,10638.25340090909,10766.55155381818,42934.818038818186,10733.704509704547,1491.4402811818181,1504.6378434545456,5992.156249272727,1498.0390623181818,5.145454545454546,5.145454545454546,20.581818181818186,5.145454545454546,0.05039991390909091,0.05044276118181818,0.20168534636363636,0.05042133659090909,0.023322159,0.023373146454545454,0.09339059636363638,0.023347649090909094,426.558417667593,483.8763248886797,1821.0685806222702,455.26714515556756,259.76234655085096,315.995302931027,1150.5869278467171,287.6467319616793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24135,Seattle,WA,2014.0,2024.0,4,4ST 2x2,4,0,4,4,0,0,0,0,0,4,0,2,0,0,0,0,20.0,30.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.528596,475.666964,476.805008,499.157963,500.28493975,501.411713,1,1,1,1,1,1,11,868.948674,10845.454545454546,23428.80643890909,5857.201609727273,10706.70244809091,10845.108653545454,42968.967897636365,10742.241974409091,1394.310854818182,1394.310854818182,5577.243419272728,1394.310854818182,5.145454545454546,5.145454545454546,20.581818181818186,5.145454545454546,0.050337511545454544,0.050385724636363635,0.20144647790909093,0.05036161947727273,0.02445620327272727,0.024514781090909096,0.09794200681818181,0.024485501704545453,434.1607760011932,492.8021835012309,1853.6068037348887,463.40170093372217,252.07330471236656,307.9416397467448,1118.4790894957207,279.6197723739302,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24136,Seattle,WA,2014.0,2024.0,4,4ST 2x2,4,0,4,4,0,0,0,0,0,4,0,2,0,0,0,0,20.0,30.0,100.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.474682,419.608003,420.742233,505.955746,507.418835,508.880498,1,1,1,0,1,1,11,868.948674,10845.454545454546,23431.401081009095,5857.850270252274,10946.433413454548,10950.86060218182,43794.58510827273,10948.646277068183,1725.6391235454541,1725.6391235454541,6902.556494181817,1725.6391235454541,5.145454545454546,5.145454545454546,20.581818181818186,5.145454545454546,0.05015345854545455,0.050208208454545454,0.20072330727272727,0.05018082681818182,0.025889460909090903,0.025953011090909094,0.10368490972727275,0.025921227431818187,443.9778433579194,503.953087636175,1895.4885241974225,473.87213104935563,256.6424883142064,312.2201031718953,1138.208111441923,284.55202786048073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24209,Seattle,WA,2014.0,2024.0,3,3ST 2x2,3,0,3,3,0,0,0,0,0,1,0,2,0,2,0,0,20.0,30.0,80.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.437154,179.50823333333332,181.083773,404.703367,406.072594,407.673041,1,1,1,1,1,1,11,865.8001863000001,12527.272727272728,25920.345640845455,8640.115213615152,13979.9396,14010.42283090909,41987.151018181816,13995.717006060608,1848.5848337272728,1848.5848337272728,5545.754501181818,1848.5848337272728,5.145454545454546,5.145454545454546,15.436363636363637,5.1454545454545455,0.07364381518181817,0.07373857381818182,0.22107342,0.07369114,0.034674617000000005,0.03471918118181818,0.1040805990909091,0.03469353303030303,839.135577825539,1742.1864510123776,4319.238764671565,1439.7462548905219,380.5090849340615,387.855135464112,1155.1785996625656,385.0595332208553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24210,Seattle,WA,2014.0,2024.0,3,3ST 2x2,3,0,3,3,0,0,0,0,0,1,0,2,0,2,0,0,20.0,30.0,80.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.364572,252.611298,254.21708,483.415278,484.81491933333336,486.408763,1,1,1,1,1,1,11,865.8001863000001,12527.272727272728,25920.345640845455,8640.115213615152,13630.564370000002,13779.882520000001,41043.70163181818,13681.233877272725,1743.2358731818183,1743.2358731818183,5229.707619545454,1743.2358731818183,5.145454545454546,5.145454545454546,15.436363636363637,5.1454545454545455,0.07131387290909091,0.07142578227272726,0.2141045566363636,0.07136818554545456,0.035326397818181816,0.03537066409090909,0.10603554136363638,0.035345180454545454,782.34567603818,1624.5292309001122,4026.817093029457,1342.2723643431523,357.4336458647235,364.5715001820747,1085.125457680623,361.708485893541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24212,Seattle,WA,2014.0,2024.0,3,3ST 2x2,3,0,3,3,0,0,0,0,0,3,0,2,0,2,0,0,20.0,30.0,80.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.786529,408.15991133333335,409.754234,553.331421,554.2906116666667,555.270058,1,1,1,0,1,1,11,865.8001863000001,12527.272727272728,25920.345640845455,8640.115213615152,13048.099404545454,13214.064312727272,39354.69429545454,13118.231431818182,1234.7824295454545,1234.7824295454545,3704.347288636364,1234.7824295454545,5.145454545454546,5.145454545454546,15.436363636363637,5.1454545454545455,0.06494200990909091,0.06510354281818181,0.195058062,0.065019354,0.037303293818181815,0.037355045818181824,0.11198797527272729,0.03732932509090909,658.4962978543754,1021.5779801906007,2697.8110291270928,899.2703430423641,269.51698554929,329.059801421558,868.4640154580082,289.48800515266936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
